lead_id,email,company,source,status,geo_id,created_at,updated_at
L002246,peterdunlap@example.com,"Sullivan, Chandler and Mann",Outbound,Nurture,GEO0042,2024-12-12T00:40:33,2025-11-20T14:58:51
L002247,amyandrews@example.com,Flores Group,Outbound,Qualified,GEO0090,2024-09-26T10:08:33,2025-11-08T17:13:43
L002248,fortiz@example.com,Ortiz-Johnson,Referral,Nurture,GEO0012,2025-07-12T05:17:30,2026-02-03T20:50:27
L002249,smithstephanie@example.net,Johnson Group,Event,New,GEO0048,2024-04-02T07:16:14,2025-09-07T07:15:23
L002250,nicole00@example.net,"Mullins, Hamilton and Rasmussen",Partner,Qualified,GEO0562,2024-01-27T18:30:43,2025-11-28T08:18:43
L002251,josephhill@example.net,"Adams, Hall and Garcia",Partner,Qualified,GEO0150,2024-09-15T21:49:29,2025-01-19T14:17:38
L002252,abigailwells@example.com,Jackson-Rubio,Inbound SDR,Disqualified,GEO0691,2024-01-08T10:54:20,2024-06-18T19:49:34
L002253,george85@example.org,Burton-Johns,Web,Qualified,GEO0604,2024-01-07T15:57:59,2025-10-03T13:45:23
L002254,vmurphy@example.net,"Graves, Ortiz and Holt",Web,Working,GEO0422,2024-07-28T14:40:00,2024-11-22T03:31:50
L002255,pricesarah@example.com,Bennett Ltd,Outbound,Disqualified,GEO0010,2025-04-29T23:54:42,2025-09-23T19:53:44
L002256,kellyjonathan@example.com,"Hobbs, Davis and Williams",Event,Qualified,GEO0186,2026-01-05T23:24:47,2026-01-25T16:42:32
L002257,barbara27@example.com,Cruz LLC,Partner,Nurture,GEO0383,2025-09-20T04:04:43,2025-12-08T15:23:34
L002258,donaldritter@example.org,"Barrett, Kim and Thompson",Web,Qualified,GEO0777,2024-11-24T23:16:01,2025-09-14T19:42:47
L002259,chad97@example.com,Davis Ltd,Outbound,Working,GEO0361,2026-01-14T08:40:13,2026-02-08T19:41:02
L002260,sheilaperry@example.org,Smith-Buchanan,Partner,Nurture,GEO0224,2024-05-11T10:49:21,2024-11-12T11:04:26
L002261,ksmith@example.org,"Brady, Alvarez and Schultz",Partner,Working,GEO0273,2024-04-30T10:56:18,2024-05-28T02:28:38
L002262,nrussell@example.com,Kelley and Sons,Event,Nurture,GEO0109,2025-12-22T18:33:52,2026-01-21T08:12:30
L002263,donaldmoss@example.net,"Dixon, Kelly and Martin",Event,Working,GEO0181,2024-02-15T02:02:22,2024-08-05T16:58:15
L002264,terrancemiller@example.org,"Frazier, Dalton and Horn",Outbound,Disqualified,GEO0099,2025-01-08T23:15:12,2025-02-07T01:58:50
L002265,wsmith@example.com,Munoz Ltd,Event,Qualified,GEO0002,2024-08-23T03:31:11,2025-12-26T02:16:54
L002266,stacypearson@example.org,Barton and Sons,Outbound,Qualified,GEO0156,2026-02-16T17:01:39,2026-02-22T00:11:44
L002267,amy26@example.com,"Cook, Taylor and Hickman",Event,New,GEO0286,2024-02-20T17:06:49,2024-08-28T20:33:51
L002268,mspencer@example.com,"Mcgee, May and Solomon",Event,New,GEO0088,2025-04-27T14:36:45,2025-08-02T04:01:44
L002269,zgarcia@example.net,Young-Alvarez,Inbound SDR,Working,GEO0228,2024-01-17T08:09:27,2025-10-28T22:13:58
L002270,gonzalezmargaret@example.net,Marsh-Jackson,Referral,Working,GEO0215,2025-02-08T12:04:58,2025-10-30T08:29:27
L002271,mmorse@example.com,Johnson-Marshall,Outbound,New,GEO0710,2026-02-05T19:51:42,2026-02-12T15:06:44
L002272,toddlewis@example.net,Jackson Ltd,Web,Working,GEO0542,2026-01-07T17:14:54,2026-01-27T23:49:46
L002273,nwong@example.org,Mullen and Sons,Event,Disqualified,GEO0301,2024-07-27T03:11:28,2025-03-09T03:01:26
L002274,warrenamber@example.org,Bell-Spencer,Partner,Working,GEO0709,2026-02-01T03:49:21,2026-02-04T16:49:00
L002275,samantha27@example.net,Grant Inc,Partner,Nurture,GEO0310,2025-12-26T21:52:27,2026-01-22T15:30:02
L002276,tatkins@example.com,Harrison Group,Outbound,Working,GEO0768,2025-11-13T01:01:40,2025-12-05T03:49:52
L002277,scottangela@example.net,Davis and Sons,Inbound SDR,New,GEO0797,2024-01-06T10:35:01,2025-08-25T19:52:33
L002278,lturner@example.com,"Porter, Garcia and Humphrey",Outbound,Working,GEO0220,2026-01-14T23:10:27,2026-02-09T10:26:53
L002279,torresdavid@example.net,Richardson-Davis,Event,New,GEO0173,2025-07-22T04:34:22,2025-07-25T06:34:34
L002280,lisa75@example.com,"Cook, Klein and Thomas",Referral,Nurture,GEO0286,2026-01-21T13:30:57,2026-01-25T14:24:20
L002281,gbennett@example.org,Mendez-Adams,Outbound,Nurture,GEO0454,2024-08-03T07:33:15,2025-08-11T05:41:06
L002282,william54@example.org,Baldwin Ltd,Inbound SDR,Nurture,GEO0374,2026-02-12T02:54:33,2026-02-13T20:52:16
L002283,zbeasley@example.net,Gordon-Hale,Web,Qualified,GEO0651,2025-12-09T16:34:14,2025-12-12T07:45:44
L002284,alicialee@example.org,"Torres, Keller and Hartman",Web,New,GEO0171,2024-04-15T02:49:49,2024-10-03T14:16:31
L002285,millerdiamond@example.net,Moore-Jacobson,Event,Nurture,GEO0335,2024-02-05T01:42:38,2025-07-28T10:40:46
L002286,amymacdonald@example.org,"Schmidt, Griffin and Fernandez",Web,Qualified,GEO0417,2025-02-07T12:47:11,2025-03-22T11:16:16
L002287,oharris@example.com,Hall Group,Outbound,Nurture,GEO0408,2025-02-05T19:48:29,2025-08-28T03:34:20
L002288,john95@example.org,"Shepard, Lee and Willis",Referral,Nurture,GEO0310,2025-05-05T16:57:27,2025-11-30T04:22:03
L002289,qperez@example.org,Roberts-Wheeler,Event,Disqualified,GEO0596,2024-06-24T10:05:34,2024-09-16T16:21:52
L002290,gpowell@example.net,"Harris, Alvarez and Ortiz",Web,Disqualified,GEO0314,2024-09-02T20:11:16,2025-05-10T17:43:59
L002291,johnsalinas@example.org,Carter PLC,Web,New,GEO0555,2024-07-24T08:06:00,2024-09-05T19:44:22
L002292,paul02@example.net,Gray-Smith,Referral,Disqualified,GEO0338,2025-04-21T23:37:54,2025-09-04T23:43:05
L002293,qharrison@example.net,Gonzalez and Sons,Partner,Disqualified,GEO0074,2025-12-09T15:25:20,2026-01-08T01:42:16
L002294,marcia30@example.com,"English, Johnson and Wright",Outbound,Working,GEO0224,2025-06-20T22:08:05,2025-09-14T11:02:48
L002295,nicholas16@example.com,Williams Inc,Inbound SDR,Disqualified,GEO0259,2024-07-13T13:44:32,2024-08-09T03:04:26
L002296,jelliott@example.org,Castro PLC,Web,Working,GEO0380,2025-07-22T17:58:58,2025-11-15T08:02:55
L002297,lewisdouglas@example.org,Smith and Sons,Partner,Nurture,GEO0558,2025-02-02T04:46:10,2025-02-22T14:15:50
L002298,castroricky@example.net,"Burgess, Bennett and Ortiz",Outbound,Nurture,GEO0512,2025-01-17T04:02:08,2026-01-03T20:08:37
L002299,jamesduncan@example.net,White Group,Event,Disqualified,GEO0582,2024-09-14T11:06:12,2024-11-25T19:59:34
L002300,wgomez@example.org,"Lee, Pena and Newton",Inbound SDR,Nurture,GEO0375,2025-08-16T20:42:33,2026-02-24T09:48:56
L002301,thomas98@example.com,"Baxter, Bowen and Evans",Inbound SDR,New,GEO0750,2025-05-07T15:04:45,2026-01-15T07:51:01
L002302,nferguson@example.org,"Davis, Rowe and Peterson",Web,Working,GEO0488,2025-11-13T11:25:46,2025-11-16T03:13:47
L002303,danielenglish@example.net,Brennan-Knight,Event,Disqualified,GEO0133,2025-08-24T23:30:25,2025-11-18T19:32:17
L002304,catherine38@example.com,"Lewis, Harris and Lowe",Outbound,Qualified,GEO0341,2024-12-24T05:04:44,2025-11-09T01:41:20
L002305,patriciapratt@example.com,"Montoya, Gibson and Moore",Outbound,New,GEO0355,2024-06-11T17:07:54,2024-06-24T22:26:37
L002306,christina42@example.org,Roman Ltd,Referral,New,GEO0159,2025-03-07T17:52:28,2025-07-09T21:57:46
L002307,karen85@example.com,Elliott PLC,Referral,Nurture,GEO0655,2025-10-30T10:50:30,2026-02-16T02:44:05
L002308,fuenteskelly@example.net,"Garcia, Shaw and Davidson",Inbound SDR,Working,GEO0770,2024-01-22T07:19:28,2025-05-04T22:03:17
L002309,moorebenjamin@example.net,Patel LLC,Inbound SDR,Working,GEO0599,2025-04-26T18:03:51,2025-07-18T06:50:33
L002310,ellisstephanie@example.org,"Adams, Leblanc and Wilkerson",Inbound SDR,New,GEO0164,2025-07-09T06:36:45,2025-09-02T14:08:36
L002311,carlbrown@example.org,Powers-Hobbs,Web,Disqualified,GEO0087,2025-09-06T17:31:25,2025-11-08T05:55:09
L002312,gail73@example.com,Wright-Harris,Web,New,GEO0367,2025-10-30T16:59:47,2025-11-10T23:17:16
L002313,cgarcia@example.net,"Foster, Lawrence and Mitchell",Referral,Disqualified,GEO0150,2024-02-15T00:26:58,2025-09-19T21:17:34
L002314,gregoryjohnson@example.org,Hurley-Campbell,Referral,Qualified,GEO0754,2024-06-26T21:05:16,2025-11-26T09:24:15
L002315,wrightlisa@example.net,Zimmerman-Kim,Referral,Qualified,GEO0773,2024-10-26T14:50:30,2024-12-11T08:49:10
L002316,corydavis@example.com,Monroe and Sons,Outbound,Nurture,GEO0291,2024-12-25T21:54:54,2025-04-28T07:03:31
L002317,xshaffer@example.org,"Mclaughlin, Johnson and Kennedy",Inbound SDR,Qualified,GEO0686,2024-05-09T06:58:04,2024-09-23T23:50:21
L002318,cainjeremy@example.com,Erickson Ltd,Outbound,Disqualified,GEO0604,2025-03-19T12:06:45,2025-08-12T12:57:56
L002319,eperez@example.net,"Mitchell, Price and Leblanc",Outbound,Nurture,GEO0017,2025-09-12T03:16:10,2025-12-21T13:41:46
L002320,antonio29@example.net,Griffin PLC,Event,New,GEO0693,2025-10-10T07:12:47,2025-11-22T23:00:13
L002321,gina40@example.com,Barrett-Henry,Web,New,GEO0078,2024-08-13T19:34:38,2026-02-13T19:13:37
L002322,kwillis@example.org,"Holloway, Daniels and Torres",Event,New,GEO0419,2025-02-18T15:19:18,2025-06-12T23:16:08
L002323,natalie95@example.net,"Adams, Martinez and Hardin",Web,Disqualified,GEO0498,2025-07-18T20:53:49,2025-08-18T16:19:56
L002324,avaldez@example.com,"Lee, Castro and Thomas",Partner,Working,GEO0415,2025-02-12T16:44:46,2026-01-12T05:00:07
L002325,yangtimothy@example.net,English LLC,Referral,Qualified,GEO0481,2024-02-21T05:42:34,2025-06-11T03:47:49
L002326,erinwalton@example.com,White-Mccall,Event,Qualified,GEO0572,2024-03-22T16:33:41,2025-08-02T17:43:38
L002327,chadmartinez@example.com,Mendez Ltd,Referral,Working,GEO0583,2025-06-28T20:31:14,2026-01-11T05:01:51
L002328,patrickpitts@example.com,"Lawson, Flores and Williams",Referral,Nurture,GEO0160,2024-07-04T10:14:39,2025-09-01T10:48:42
L002329,alexanderflynn@example.com,Hayes Group,Referral,New,GEO0455,2024-10-15T22:29:57,2025-07-14T13:52:54
L002330,anthonybrooks@example.net,"Simon, Cole and Wilson",Web,Qualified,GEO0402,2024-12-03T15:17:04,2025-07-05T17:55:33
L002331,courtneyduke@example.net,"Hamilton, Harmon and Weeks",Referral,New,GEO0400,2024-03-27T09:26:36,2025-09-08T08:05:39
L002332,morrisemily@example.org,Campbell Group,Event,Disqualified,GEO0684,2026-02-17T11:58:12,2026-02-25T18:14:51
L002333,kenneth62@example.com,Jones-Conrad,Event,Qualified,GEO0162,2024-04-10T20:03:40,2024-04-23T23:37:21
L002334,awiley@example.com,"Bradley, Hall and Klein",Event,New,GEO0229,2025-02-22T17:51:34,2025-03-05T21:04:37
L002335,caitlin57@example.com,Smith and Sons,Event,Disqualified,GEO0504,2024-08-05T06:18:38,2025-04-06T16:47:47
L002336,angela63@example.org,"Odonnell, Allen and Harris",Referral,New,GEO0720,2025-05-04T08:19:15,2026-02-17T03:21:42
L002337,lopezalex@example.org,Johnson-Reyes,Inbound SDR,Working,GEO0396,2025-09-01T13:31:22,2025-10-30T11:39:16
L002338,bmorgan@example.com,"Johnson, Vance and Fernandez",Event,Nurture,GEO0355,2025-03-23T15:22:11,2025-10-28T23:10:56
L002339,blairlaura@example.com,Moore Ltd,Referral,Working,GEO0115,2024-05-03T17:42:53,2025-09-08T19:25:00
L002340,plopez@example.org,Rodriguez Group,Event,New,GEO0770,2024-05-27T03:20:21,2025-11-14T07:48:03
L002341,karenhammond@example.com,Raymond Group,Web,Disqualified,GEO0078,2024-04-24T22:50:52,2025-06-20T09:51:48
L002342,marcusross@example.net,"Cervantes, Green and Freeman",Web,Working,GEO0714,2025-03-23T05:04:47,2025-06-07T17:15:41
L002343,powellmark@example.com,Allen-King,Web,New,GEO0215,2024-08-16T22:39:53,2024-10-05T20:25:51
L002344,jennifer05@example.com,Wilkerson Inc,Partner,Working,GEO0484,2025-08-25T10:07:08,2026-02-04T08:43:41
L002345,fboyd@example.com,Clements-Jacobs,Partner,New,GEO0629,2025-09-16T05:40:43,2025-10-03T16:57:38
L002346,nlee@example.net,Clark and Sons,Inbound SDR,New,GEO0663,2024-02-13T00:37:04,2024-10-20T04:23:12
L002347,laurenharris@example.org,Osborne-Rojas,Referral,New,GEO0430,2024-03-16T18:46:03,2026-02-23T08:29:57
L002348,kristy44@example.net,White Inc,Outbound,Working,GEO0138,2025-12-06T23:00:00,2026-01-05T22:41:59
L002349,hsanchez@example.org,Hamilton and Sons,Event,Disqualified,GEO0230,2024-04-15T02:12:55,2024-10-07T11:42:56
L002350,vkelley@example.org,Ingram-Hendrix,Referral,Nurture,GEO0529,2024-01-27T00:14:16,2025-03-15T10:32:20
L002351,pblankenship@example.com,Blair Inc,Inbound SDR,Nurture,GEO0655,2025-01-08T00:48:53,2025-04-09T09:14:46
L002352,robertshaw@example.com,Hoffman and Sons,Event,New,GEO0453,2025-03-21T03:06:52,2025-04-07T07:28:52
L002353,oconnorthomas@example.net,"Taylor, Washington and Mitchell",Web,Nurture,GEO0570,2025-11-16T17:27:49,2026-02-24T01:51:49
L002354,jamesjanice@example.net,"Young, Torres and Dickerson",Inbound SDR,Nurture,GEO0059,2024-02-19T10:07:08,2025-03-21T22:27:17
L002355,gary62@example.net,Higgins-Carter,Partner,Qualified,GEO0010,2025-09-01T22:17:19,2026-02-21T07:30:46
L002356,castromario@example.com,Bailey-Patterson,Web,New,GEO0037,2025-01-28T18:49:09,2025-08-02T18:17:18
L002357,tranfrancisco@example.net,Green PLC,Partner,Working,GEO0154,2025-01-16T14:53:37,2025-12-27T20:52:06
L002358,jacobsnicholas@example.net,Nguyen-Kelly,Partner,Disqualified,GEO0583,2024-10-02T02:42:45,2025-05-03T09:50:06
L002359,madkins@example.org,Hernandez-Sloan,Inbound SDR,Qualified,GEO0680,2025-01-17T18:06:39,2025-03-29T18:05:11
L002360,kjones@example.net,"Lopez, Palmer and Davis",Event,Disqualified,GEO0049,2025-03-09T15:44:07,2025-09-23T20:31:06
L002361,peckdawn@example.com,Peterson Group,Web,New,GEO0050,2024-03-16T14:39:35,2025-03-14T02:57:36
L002362,mkelley@example.net,Kent-Jackson,Partner,New,GEO0530,2024-07-01T01:17:54,2025-03-02T18:50:37
L002363,david63@example.com,"Clark, Lee and Bartlett",Referral,Disqualified,GEO0526,2025-03-22T20:31:51,2025-05-21T14:27:37
L002364,lindseywhite@example.net,Dunlap Inc,Referral,Nurture,GEO0269,2024-07-20T03:56:30,2025-08-01T04:14:02
L002365,trevor69@example.net,Moses-Guzman,Inbound SDR,Nurture,GEO0773,2024-07-24T04:26:44,2024-08-01T05:58:50
L002366,patriciagordon@example.net,Pittman-Shaffer,Outbound,Disqualified,GEO0182,2024-10-07T19:24:26,2026-01-17T07:42:22
L002367,michaelashley@example.net,"Nguyen, Lewis and Robinson",Event,Working,GEO0419,2025-05-23T23:26:09,2025-09-19T05:50:56
L002368,laurascott@example.com,"Gutierrez, Shepard and Cox",Outbound,New,GEO0053,2025-11-20T16:50:10,2025-12-26T03:37:28
L002369,jasminebrooks@example.com,Bradford Ltd,Referral,Working,GEO0713,2024-12-03T04:35:50,2026-01-27T08:02:37
L002370,fcrawford@example.com,Miller-Adams,Inbound SDR,Disqualified,GEO0410,2024-08-14T08:09:50,2025-04-20T11:52:01
L002371,rowefrank@example.net,Deleon Inc,Referral,Working,GEO0443,2024-08-03T13:20:56,2025-09-24T08:05:34
L002372,bullockmichelle@example.org,"Santana, Jackson and Hampton",Referral,Qualified,GEO0244,2024-05-07T06:00:59,2026-01-05T05:28:02
L002373,pharris@example.net,"Wallace, Berry and Miller",Inbound SDR,Disqualified,GEO0177,2025-05-25T21:41:24,2026-02-21T19:05:02
L002374,janet90@example.com,Knight-Morgan,Partner,New,GEO0217,2025-11-30T14:10:38,2025-12-23T08:50:08
L002375,robertchung@example.com,Mcdonald-Stanley,Partner,Disqualified,GEO0683,2025-08-15T22:03:56,2025-11-20T06:46:51
L002376,pamelaconner@example.net,"Wilson, Collins and Huber",Outbound,Qualified,GEO0036,2025-08-08T14:14:38,2025-09-22T20:14:41
L002377,scottnathan@example.org,Washington and Sons,Web,Nurture,GEO0348,2024-07-06T03:10:26,2025-12-04T21:13:15
L002378,tamara05@example.com,"Lopez, Robinson and Schroeder",Inbound SDR,Qualified,GEO0128,2024-04-04T09:14:02,2024-07-01T15:04:51
L002379,megan62@example.org,Thomas-Meyer,Inbound SDR,Disqualified,GEO0020,2025-08-05T02:53:02,2025-11-17T10:04:47
L002380,rebekahwilliamson@example.net,Marshall and Sons,Inbound SDR,Qualified,GEO0134,2025-12-15T09:21:53,2026-02-23T01:39:50
L002381,margaret96@example.com,"Costa, Carr and Sanchez",Event,Qualified,GEO0121,2025-09-15T02:56:27,2025-11-26T23:39:11
L002382,wjacobs@example.net,"Garcia, Perez and Evans",Web,Working,GEO0432,2025-04-04T10:59:22,2026-01-28T06:07:39
L002383,brooke34@example.net,Forbes-Stevens,Outbound,Working,GEO0434,2024-10-20T01:40:09,2024-12-12T17:06:46
L002384,dday@example.org,"Cox, Barajas and Porter",Partner,Disqualified,GEO0775,2024-07-02T11:41:29,2025-12-10T11:35:39
L002385,traceypearson@example.org,Taylor-Bass,Inbound SDR,New,GEO0712,2024-01-06T02:26:28,2025-08-02T00:52:28
L002386,othomas@example.com,Brown and Sons,Event,Disqualified,GEO0629,2024-07-28T12:40:48,2024-12-24T07:48:53
L002387,dana94@example.com,"Blair, Jackson and Washington",Web,Disqualified,GEO0520,2026-03-01T05:30:48,2026-03-02T17:17:50
L002388,ecook@example.net,Keith Inc,Outbound,New,GEO0470,2024-02-21T23:35:32,2026-02-02T19:54:30
L002389,nicole74@example.net,Smith PLC,Event,Qualified,GEO0521,2024-05-27T17:22:24,2024-08-17T07:24:24
L002390,emilygraham@example.org,Alvarado Ltd,Referral,Qualified,GEO0015,2024-06-13T17:28:12,2025-04-11T09:34:29
L002391,jeffreyaguilar@example.net,Rodriguez-Smith,Web,Working,GEO0682,2025-02-05T18:58:43,2025-10-30T04:49:04
L002392,ann06@example.com,Lambert-Young,Web,Working,GEO0147,2024-03-26T15:53:32,2025-03-05T18:45:00
L002393,james68@example.com,"Gonzalez, Brewer and Taylor",Referral,New,GEO0071,2025-11-13T12:42:00,2025-12-01T10:13:10
L002394,chase86@example.com,Taylor-Robinson,Event,Disqualified,GEO0178,2024-10-02T00:22:37,2025-02-01T08:31:56
L002395,marissa30@example.net,Vasquez-Brown,Referral,Disqualified,GEO0059,2024-01-29T23:25:59,2025-02-15T01:24:17
L002396,mooneyregina@example.net,Rivera-Mckenzie,Referral,Disqualified,GEO0131,2026-02-27T06:43:31,2026-03-01T12:06:55
L002397,desiree90@example.com,Reyes-Reid,Event,Working,GEO0243,2025-12-08T15:33:11,2026-01-29T23:05:44
L002398,brittanyferrell@example.net,Bailey-Carpenter,Referral,Working,GEO0739,2025-07-26T18:18:05,2025-08-14T02:45:49
L002399,phillipwood@example.org,Gonzalez-Hill,Partner,Qualified,GEO0079,2026-01-28T13:24:59,2026-01-29T18:19:55
L002400,marshallsean@example.com,Jones-Smith,Inbound SDR,Nurture,GEO0441,2025-09-05T02:27:32,2025-09-18T09:01:22
L002401,gatesdenise@example.org,"Flores, Gonzales and Lee",Referral,Disqualified,GEO0514,2024-02-10T22:10:31,2025-05-17T05:34:25
L002402,douglas24@example.com,"Greene, Brown and Hart",Event,Working,GEO0696,2025-03-22T11:57:40,2025-07-17T01:00:52
L002403,susangilbert@example.net,Huang-Brooks,Web,Qualified,GEO0388,2024-10-08T07:50:07,2025-10-08T18:18:44
L002404,zacharymoore@example.net,Dominguez-Lopez,Event,Qualified,GEO0059,2024-04-18T23:46:17,2025-01-09T06:14:53
L002405,jason80@example.org,Cline Inc,Event,Disqualified,GEO0204,2024-11-30T05:19:27,2025-07-13T23:03:51
L002406,richardpaul@example.org,Cook LLC,Inbound SDR,Nurture,GEO0165,2025-07-17T10:00:17,2025-09-15T15:51:12
L002407,marcbraun@example.net,"Howard, Cohen and Weber",Inbound SDR,New,GEO0265,2025-05-09T04:20:25,2026-02-27T23:57:34
L002408,bryanchad@example.org,Nelson-Washington,Web,New,GEO0243,2024-03-27T22:16:30,2026-01-11T09:51:34
L002409,timothy97@example.net,Rice-Haynes,Web,Working,GEO0115,2024-12-12T16:57:08,2025-05-15T22:26:50
L002410,xsoto@example.org,Thompson Ltd,Web,Qualified,GEO0089,2025-12-16T03:29:32,2026-02-25T03:14:58
L002411,nathaniel27@example.net,"Hines, Reyes and White",Referral,Nurture,GEO0254,2025-01-01T04:05:34,2026-01-30T02:52:08
L002412,william01@example.net,"Brown, Paul and Cooley",Web,Nurture,GEO0667,2025-03-06T11:02:57,2025-10-25T19:21:26
L002413,suzanne87@example.org,Davis-Rose,Inbound SDR,Nurture,GEO0458,2025-05-16T20:29:27,2025-06-20T22:11:02
L002414,urocha@example.com,"Dickerson, Stanton and Mccormick",Event,Working,GEO0276,2024-04-17T16:13:18,2024-09-28T04:56:36
L002415,hporter@example.org,Cooper-Richmond,Outbound,Working,GEO0300,2025-06-04T21:38:26,2025-07-23T18:41:20
L002416,ohall@example.net,Turner and Sons,Event,Working,GEO0390,2025-10-03T08:23:59,2026-02-14T14:08:32
L002417,rebecca97@example.org,"Marquez, Reed and Gross",Outbound,Working,GEO0505,2024-04-12T04:09:28,2025-06-20T14:36:10
L002418,petersonmichael@example.org,Davis-Daniel,Web,Disqualified,GEO0377,2025-04-02T21:21:16,2025-05-09T06:56:12
L002419,oharper@example.com,"Fuller, Stewart and Hebert",Partner,Qualified,GEO0657,2024-04-29T23:18:47,2025-07-12T04:15:51
L002420,gainesmackenzie@example.org,Graham Group,Inbound SDR,Working,GEO0198,2025-06-25T13:40:13,2025-10-07T18:54:00
L002421,stephanie82@example.net,"Santos, Hurst and Stout",Outbound,New,GEO0603,2024-12-16T07:04:19,2025-05-04T23:06:09
L002422,dyerjoseph@example.net,Lopez PLC,Outbound,Nurture,GEO0295,2024-01-26T09:25:15,2025-09-26T10:11:16
L002423,matthew91@example.net,"Brown, Lopez and Harris",Referral,Qualified,GEO0365,2025-02-17T23:09:05,2025-09-04T00:13:58
L002424,deborah22@example.org,"Armstrong, Reid and Robinson",Partner,New,GEO0658,2025-05-29T00:28:13,2025-12-16T20:42:56
L002425,deborah46@example.org,Collier Group,Web,New,GEO0763,2024-11-25T06:12:10,2025-07-18T08:16:38
L002426,pettychristopher@example.org,Monroe-Everett,Web,Nurture,GEO0401,2025-04-26T03:58:19,2026-01-19T05:48:05
L002427,zhunter@example.com,Brown-Baker,Partner,Disqualified,GEO0051,2026-02-05T01:44:56,2026-02-23T14:39:02
L002428,jennifer72@example.net,"Sanders, Smith and Martinez",Event,New,GEO0308,2025-10-12T07:55:59,2026-02-15T07:46:49
L002429,chapmanshannon@example.org,"Lawson, Martinez and Marsh",Event,Qualified,GEO0260,2025-01-06T00:00:58,2025-11-27T03:58:08
L002430,rlewis@example.com,Castillo Inc,Referral,Qualified,GEO0666,2024-06-08T07:50:42,2024-07-27T00:48:04
L002431,carterabigail@example.org,"Crawford, Palmer and Conner",Partner,Working,GEO0652,2025-09-08T23:57:45,2026-01-29T16:02:39
L002432,cpowell@example.com,"Miller, Contreras and Ross",Partner,Disqualified,GEO0043,2024-05-26T22:55:53,2024-10-05T01:02:22
L002433,dunlapdavid@example.net,Riley-Castro,Partner,New,GEO0141,2024-12-02T11:25:39,2025-01-17T16:28:52
L002434,john96@example.org,"Gonzalez, Lindsey and Miller",Partner,Nurture,GEO0024,2025-12-20T20:53:16,2026-02-06T05:26:04
L002435,castillojessica@example.net,Gutierrez PLC,Referral,Working,GEO0088,2024-08-08T03:27:50,2026-01-30T05:34:00
L002436,hgraves@example.org,"Smith, Cameron and Henry",Web,Disqualified,GEO0416,2025-11-22T12:11:06,2026-01-21T07:46:01
L002437,ashley09@example.org,Garcia Inc,Outbound,Working,GEO0732,2024-01-04T02:52:15,2024-10-23T13:08:46
L002438,leonardkenneth@example.net,Norris-Williams,Partner,Working,GEO0710,2024-12-08T08:18:14,2025-07-17T13:21:54
L002439,bespinoza@example.org,"Grimes, Dunlap and Haas",Event,New,GEO0708,2024-05-30T03:00:48,2024-11-26T12:56:33
L002440,johnthompson@example.net,Bradshaw LLC,Referral,Working,GEO0551,2024-01-19T01:40:57,2025-04-29T12:46:39
L002441,jay00@example.com,Moody Ltd,Web,New,GEO0192,2024-12-28T17:29:10,2025-12-29T07:13:58
L002442,jasonbailey@example.com,"Fox, Garcia and Reynolds",Event,Disqualified,GEO0482,2025-12-12T03:30:34,2026-02-21T00:47:04
L002443,ryan49@example.org,Simmons Inc,Web,Working,GEO0624,2024-09-24T05:50:44,2025-02-25T04:52:55
L002444,grant72@example.com,"Hill, Pacheco and Davis",Web,Disqualified,GEO0577,2025-07-03T19:35:08,2026-01-18T12:18:45
L002445,jgarcia@example.com,Hardin Ltd,Partner,Nurture,GEO0093,2024-05-09T04:27:09,2025-02-20T08:42:49
L002446,riverarobert@example.com,Kim Group,Referral,Qualified,GEO0380,2025-06-22T19:40:32,2025-12-20T22:28:30
L002447,leonardshelley@example.org,"Douglas, Obrien and Bradley",Event,New,GEO0572,2025-12-29T12:21:07,2026-01-01T01:56:57
L002448,ashley69@example.com,Bradley LLC,Web,Disqualified,GEO0735,2024-05-01T23:59:14,2025-03-17T13:30:44
L002449,nguyeneileen@example.org,"Ramos, Koch and Hardin",Web,Working,GEO0611,2026-01-10T10:11:17,2026-01-11T18:57:14
L002450,philip18@example.net,Rodgers-Green,Referral,Disqualified,GEO0231,2025-12-24T11:08:31,2026-02-02T12:05:28
L002451,nholt@example.net,"Jones, Phelps and Sweeney",Partner,Working,GEO0489,2024-03-24T14:58:56,2026-02-20T19:44:24
L002452,james01@example.com,"Weber, Lin and Lee",Outbound,Working,GEO0589,2025-05-15T14:00:59,2025-09-29T02:57:11
L002453,paula50@example.net,Williams-Wilson,Referral,Qualified,GEO0320,2024-11-25T08:54:51,2025-08-13T14:50:33
L002454,karenperkins@example.org,"Gomez, Williams and Stone",Partner,Disqualified,GEO0202,2024-03-13T06:22:49,2025-07-11T05:51:22
L002455,mmiller@example.org,"Norris, Ward and Mitchell",Outbound,Working,GEO0538,2025-02-26T00:02:32,2025-05-14T10:07:58
L002456,ashleygraves@example.org,Smith-Mcguire,Partner,Working,GEO0445,2024-06-11T02:47:37,2025-07-17T05:50:27
L002457,christopherwarren@example.org,Brown Ltd,Inbound SDR,Working,GEO0423,2026-01-14T07:27:22,2026-03-01T06:43:33
L002458,bpoole@example.com,Clark LLC,Outbound,Qualified,GEO0756,2024-10-09T14:15:15,2025-09-09T12:10:13
L002459,bcarter@example.net,Day-Smith,Inbound SDR,Working,GEO0377,2024-10-17T11:56:42,2025-11-15T04:34:38
